FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,RateDOUBLE,SingleExemp,ChildExemp
Nilanjan,Kernebeck,231,107-1496,LEVERING,MI,49755,S,N,97000,3.9,3100,0
Seichi,Machine,219,102-2000,PONETO,IN,46781,M,Y,54000,3.4,0,1000
Taiichi,Car,316,116-1698,RANDOLPH,KS,66554,S,Y,86500,6.45,2250,2250
Charlotte,Kushnir,509,131-1380,RENTON,WA,98057,S,Y,14000,0,0,0
Serap,Quesada,401,174-1606,WARWICK,RI,2886,S,N,12000,0,0,0
Duminda,Aimeur,406,130-1547,OILMONT,MT,59466,S,Y,25500,6.9,1900,1900
Athanassios,Keutzer,801,162-1214,ECHO,UT,84024,S,N,49500,7,2475,0
Jocob,Jacobsson,603,178-1265,HANOVER,NH,3755,M,Y,33000,0,0,0
Amihood,Baldoni,210,128-1731,FISCHER,TX,78623,M,N,83000,0,0,0
Przemyslaw,Pina,857,118-2031,BOSTON,MA,2217,M,N,46000,5.3,0,0
Faron,Wynblatt,828,120-1960,CHARLOTTE,NC,28232,S,N,35000,6.466783,3300,0
Jeno,Redmiles,731,109-1896,NASHVILLE,TN,37216,S,N,13500,0,0,0
Fazli,Demmer,502,136-1397,LOUISVILLE,KY,40270,S,Y,29000,3.4444444,20,20
Tohgoroh,Borrione,864,140-1731,HARLEYVILLE,SC,29448,S,Y,38500,7,3300,3300
Pramode,Milicic,401,198-1026,FOSTER,RI,2825,S,N,15000,0,0,0
Dhananjai,Kliger,320,121-1597,AFTON,MN,55001,S,Y,84000,7.85,3300,3300
Qingsheng,Esteva,717,186-1593,HILLER,PA,15444,M,N,90500,3.07,0,0
Seongyeol,Gente,939,108-1513,MAUNABO,PR,707,M,Y,4500,0,0,0
Alessio,Simhi,660,158-1025,BROOKLINE,MO,65619,S,N,21000,6,2100,0
Bindu,Danziger,908,179-2023,WOODSTOWN,NJ,8098,S,N,43000,1.7627292,1000,0
Satoru,Indiresan,402,171-1124,ROCKVILLE,NE,68871,M,Y,17000,5.1528635,0,103
Hongjing,Hirshfield,304,119-1059,BURLINGTON,WV,26710,S,Y,63500,6.5,2000,2000
Kangwoo,Masaki,208,188-2080,NORTH FORK,ID,83466,S,N,71000,7.8,3300,0
Juhnyoung,Hader,682,190-1037,HOUSTON,TX,77285,M,Y,39000,0,0,0
Yoad,Blanning,316,120-2066,HOXIE,KS,67740,S,Y,67000,6.45,2250,2250
Hari,Ivanets,202,106-1627,WASHINGTON,DC,20538,S,N,53000,9,1370,0
Bijendra,Falck,602,100-1511,WADDELL,AZ,85355,S,N,26000,3.1179998,2100,0
Liem,Oettli,702,113-1100,LAS VEGAS,NV,89146,M,Y,77000,0,0,0
Rosziati,Ruben,607,152-1789,BABYLON,NY,11702,M,Y,84000,4.4402437,0,1000
Lucja,Chellappa,406,186-1096,MADISON LAKE,GA,59647,M,N,3000,1.3560345,0,0
Man,Baumert,317,159-1696,SULPHUR,IN,47174,M,Y,6000,3.4,0,1000
Keijiro,Swoboda,202,175-1021,WASHINGTON,DC,20536,S,Y,53000,9,1370,1370
Serap,Parmelee,240,193-1480,ANNAPOLIS,MD,21403,M,N,74500,4.75,0,0
Ceon,Orponnen,228,169-1945,MOSS POINT,MS,39562,S,N,94500,5,6000,0
Minghua,Yoshimura,507,185-1771,BIGELOW,MN,56117,S,Y,20000,5.35,3300,3300
Shinichi,Pina,603,128-1389,HANCOCK,NH,3449,S,N,20500,0,0,0
Sungkil,Bashian,314,121-1189,OLDFIELD,MO,65720,M,N,15000,6,0,0
Juhana,Kinnaert,715,141-1009,GLEASON,WI,54435,S,N,48500,5.289098,700,0
Youfeng,Hopcroft,907,156-1188,CLARKS POINT,AK,99569,S,Y,33000,0,0,0
Sidhar,Bartlay,207,141-2090,SUMNER,ME,4292,M,N,99500,8.5,0,0
Vasilis,Binh,513,197-1336,BERKEY,OH,43504,S,Y,79500,3.185018,1300,1300
Pao,Evard,307,186-1100,CENTENNIAL,WY,82055,S,Y,70000,0,0,0
Greet,Simoni,843,155-2051,LOBECO,SC,29931,M,Y,37000,7,0,3300
Zhijian,Raamot,907,176-1428,WILLOW,AK,99688,M,N,97500,0,0,0
Shinnichi,Caneve,308,150-1810,MILLS,NE,68753,S,N,500,2.56,103,0
Truxton,Kans,202,131-1550,WASHINGTON,DC,20071,S,Y,17000,6.075,1370,1370
Ricky,Bettayeb,586,166-1229,WARREN,MI,48090,M,N,57500,3.9,0,0
Naveen,Skronn,843,134-1675,OLANTA,SC,29114,M,Y,95000,7,0,3300
Chakravarthy,Isles,615,129-1859,NEW JOHNSONVILLE,TN,37134,M,Y,76500,0,0,0
Gudala,Inari,603,113-1431,HEBRON,NH,3241,S,Y,95500,0,0,0
Kailash,Elwell,802,103-1830,POST MILLS,VT,5058,M,Y,30500,3.6119373,0,3300
Masayo,Majors,316,132-1913,OVERLAND PARK,KS,66212,M,Y,31500,6.45,0,2250
Kaniaki,Dowden,213,128-1387,STEVENSON RANCH,CA,91381,M,N,22500,4.8199644,0,0
Duraisamy,Eldridge,954,182-1832,SAINT PETERSBURG,FL,33734,M,Y,29500,0,0,0
Dhananjai,Pohm,971,174-1810,EUGENE,OR,97440,S,N,67000,9,159,0
Huseyin,Yigit,937,160-1575,DAYTON-typoALMONT,OH-typoGA,45441,S,Y,95500,3.716136,1300,1300
Fytton,Henseler,541,127-1925,BAKER CITY,OR,97814,M,Y,31000,9,0,159
Aziz,Erwig,908,178-1135,LONG BRANCH,NJ,7740,M,Y,85000,2.4251041,0,1500
Esti,Melton,605,165-1278,REE HEIGHTS,SD,57371,M,N,12000,0,0,0
Vincent,Bodwin,920,167-1157,HONEY CREEK,WI,53138,M,Y,45000,5.228285,0,400
Youjian,Hawryszkiewycz,573,106-1702,WILLOW SPRINGS,MO,65793,S,N,1500,1.78125,2100,0
Aude,Koganti,406,122-1161,FROID,MT,59226,S,N,78000,6.9,1900,0
Toshimori,Evens,971,177-1673,GARDINER,OR,97441,M,N,26500,9,0,0
Seraphin,Tzvieli,607,190-1819,GREENWOOD LAKE,NY,10925,S,Y,75500,4.391006,0,1000
Osman,Feuerman,623,192-1823,PRESCOTT,AZ,86301,S,N,43000,3.3814998,2100,0
Seungmi,Goil,202,183-1173,WASHINGTON,DC,20565,S,Y,62500,9,1370,1370
Lihu,Cotta,970,182-1196,LA VETA,GA,80540,M,N,43500,4.63,0,0
Clelia,Bultheel,304,115-1168,IVYDALE,WV,25113,S,N,95500,6.5,2000,0
Ethel,Tawfik,907,187-1004,NUNAPITCHUK,AK,99641,M,N,63000,0,0,0
Almudena,Arafa,939,168-1871,TRUJILLO ALTO,PR,976,S,N,17500,0,0,0
Ruiz,Sanetoh,802,107-1484,MADISON LAKE,VT-typoGA,5076,S,N,81000,4.616658,3300,0
Hafeda,Baldan,478,154-1984,TUCKER,GA,30084,S,N,5500,4.8,2700,0
Sitki,Flokstra,701,155-1071,PILLSBURY,ND,58065,S,N,6500,2.1,3300,0
Aline,Munster,321,123-1242,SAINT CLOUD,FL,34771,S,N,48500,0,0,0
Gudala,Kwasny,808,148-1039,HONOLULU,HI,96826,S,N,3500,1.6703947,1040,0
Martyne,Ogielski,806,148-1036,LA VILLA,TX,78562,M,N,94500,0,0,0
Jingsen,Limongiello,502,126-1664,GARFIELD,KY,40140,S,N,92000,6,20,0
Suzette,Jaklic,952,146-2094,SAINT PAUL-typoMADISON LAKE,IA,55172,M,N,65000,7.724066,0,0
Garnik,Brook,828,127-1082,ETOWAH,NC,28729,M,N,35500,6.477273,0,0
Benedito,Clonts,865,105-1612,BRUSH CREEK,TN,38547,S,N,58000,0,0,0
Siddarth,Batenin,701,179-1743,COURTENAY,ND,58426,S,Y,15000,2.1,3300,3300
Lem,Eppinger,253,132-1906,WOODINVILLE,WA,98072,S,Y,52000,0,0,0
Reima,Merel,317,139-1957,EVANSVILLE,IN,47724,M,N,95000,3.4,0,0
Sanjukta,Brody,856,149-1831,MOUNT FREEDOM,NJ,7970,S,N,38000,1.683875,1000,0
Peihuang,Keen,541,119-1480,CORBETT,OR,97019,M,N,6500,8.948718,0,0
Ester,Winkelmann,907,164-2072,NUNAM IQUA,AK,99666,M,N,80000,0,0,0
Uisok,Orleans,302,197-2044,FRANKFORD,DE,19945,M,Y,78000,5.95,0,110
Wojtek,Terral,719,172-1351,BOULDER,CO,80329,S,N,84000,4.63,0,0
Ruzena,Steininger,715,111-1942,GAYS MILLS,WI,54631,S,N,74500,5.740852,700,0
Lui,Mathieson,701,108-1408,WAHPETON,ND,58074,S,Y,62500,2.4802256,3300,3300
LouAnne,Gupte,502,141-1251,MELVIN,KY,41650,S,Y,70500,5.75,20,20
Domenico,Schaeffer,802,155-1935,BETHEL,VT,5032,S,Y,74500,4.4873376,3300,3300
Edda,Muluszynski,251,101-1417,POINT CLEAR,AL,36564,S,N,87000,5,1500,0
Utpal,Bashir,843,113-1180,NORTH FORT MYERS,SC-typoGA,29226,M,Y,8500,5.095817,0,3300
Dina,Schonlau,541,142-1481,PORTLAND,OR,97204,M,Y,44000,9,0,159
Huei,Humborstad,478,184-1388,WATKINSVILLE,GA,30677,S,Y,97000,6,2700,3000
Jihie,Cho,928,108-1356,FORT HUACHUCA-typoNORTH FORT MYERS,AZ-typoMI,85613,S,N,7000,2.87,2100,0
Birol,Hanabata,603,103-1247,PELHAM,NH,3076,M,Y,19500,0,0,0
Radhakrishnan,Meusel,203,165-1247,WATERBURY,CT,6724,M,N,14000,5,0,0
Zoubir,Button,601,152-1931,CHUNKY,MS,39323,M,N,2000,3,0,0
Giampio,Urbani,724,111-1524,PETROLIA,PA,16050,M,N,28500,3.07,0,0
Sanping,Malita,939,177-1544,BAYAMON,PR,957,M,Y,23500,0,0,0
Vecheslav,Arimoto,509,158-1863,SEATTLE,WA,98151,M,N,67500,0,0,0
Miguel,Greefhorst,202,113-1952,WASHINGTON,DC,20468,S,Y,95000,9,1370,1370
Mitsunori,Wothke,402,145-1771,CEDAR CREEK,NE,68016,S,N,85000,6.84,103,0
Anindya,Byron,603,134-1973,NEWFIELDS,NH,3856,M,N,41000,0,0,0
Alty,Kernebeck,206,168-1951,NORTH FORT MYERS,WA-typoIA,98177,S,N,73000,0,0,0
Manoru,Razavi,334,153-1364,MOBILE,AL,36607,M,N,89500,5,0,0
Joceli,Henseler,256,170-1451,CARLTON,AL,36515,S,Y,25500,5,1500,300
Nicola,Valmari,802,119-1903,MANCHESTER,VT,5254,M,Y,50000,3.9998987,0,3300
Sharon,Slavenburg,207,109-1517,SCARBOROUGH,ME,4070,M,Y,53000,8.5,0,2850
Weidon,Gischer,719,157-1911,MADISON LAKE,WV,81522,M,Y,23500,4.63,0,0
ChengFu,Snelling,251,105-1267,PERDUE HILL-typoLA VETA,IA,36470,S,N,60500,5,1500,0
Cuie,Soundararajan,954,144-1919,DEBARY,FL,32713,M,N,59000,0,0,0
Roya,Vodislav,270,135-1649,CARLISLE,KY,40311,S,Y,98000,6,20,20
Stacy,Dev,802,150-1225,WILDER,VT,5088,S,Y,95500,4.9051423,3300,3300
Jaime,Devries,316,118-1132,MORROWVILLE,KS,66958,S,N,75000,6.45,2250,0
Matt,Shibasaki,614,162-1518,NEW HAVEN,OH,44850,M,N,47500,2.1227822,0,0
Lijie,Mitzner,858,124-2062,ALHAMBRA,CA,91841,M,Y,61500,9.3,0,272
Ousmane,Nakhaeizadeh,401,192-1428,RIVERSIDE,RI,2915,M,N,8500,0,0,0
Blake,Cords,304,143-1010,LA VETA,WV-typoNV,25530,M,N,15000,3.35,0,0
Akhtar,Nour,434,136-1528,MADISON LAKE,VA-typoCT,23964,S,N,18000,5.75,900,0
Nobutaka,Bruhl,860,195-1834,NEW HAVEN,CT,6535,M,N,35000,5,0,0
Nirmal,Lvov,423,193-1243,KELSO,TN,37348,S,N,15000,0,0,0
Othar,Samadani,202,192-1474,WASHINGTON,DC,20005,S,N,15000,5.625,1370,0
Aino,Nergos,630,171-1702,CHICAGO,IL,60623,M,N,72000,3,0,0
Wagdy,Bolbourn,325,125-1004,FORT BLISS,TX,79916,M,Y,73500,0,0,0
Shuzo,Ishisone,505,141-1293,COLUMBUS,NM,88029,S,N,77500,5.3,3300,0
Hidetoshi,Litzkow,513,144-1766,TOLEDO,OH,43610,S,N,93500,3.6497464,1300,0
Adadeji,Ogunfunmi,610,123-1559,RUFFS DALE,PA,15679,M,Y,11000,3.07,0,0
Hang,Neurohr,971,156-1042,WHEELER,OR,97147,M,Y,69000,9,0,159
Hou,Duh,785,199-1132,GAS,KS,66742,S,Y,87500,6.45,2250,2250
Samer,Collinot,802,155-1107,SAINT JOHNSBURY CENTER,VT,5863,M,N,84000,4.6763444,0,0
Konstantinos,Yetim,505,173-1308,SHIPROCK,NM,87420,S,Y,97000,5.3,3300,3300
Hidehito,Challab,939,193-1691,SAN JUAN,PR,917,S,N,36500,0,0,0
Margita,Gugerty,907,134-1132,LA VETA,AK-typoGA,99613,M,N,43500,0,0,0
Kwan,McKinley,402,105-1351,UNION,NE,68455,M,N,41000,6.84,0,0
Ramjee,Bhar,808,129-1081,KAMUELA,HI,96743,S,Y,71500,8.25,1040,1040
Ingmar,Benowitz,708,106-1773,BUFFALO,IL,62515,S,N,54500,3,2000,0
Burt,Alter,425,114-1789,SKAMOKAWA,WA,98647,S,N,32000,0,0,0
Hoichi,Leifker,307,126-1631,SAVERY,WY,82332,M,N,85500,0,0,0
Spencer,Jereb,605,196-1378,CRESBARD,SD,57435,M,N,8500,0,0,0
Jennie,Lobjois,701,120-1113,TIOGA,ND,58852,S,Y,75000,2.6251287,3300,3300
Charmane,Mekaouche,719,108-1535,CRAIG,CO,81625,M,Y,80000,4.63,0,0
Jayanata,Bugrara,601,174-1406,BRANDON,MS,39043,S,N,37500,5,6000,0
Ranjan,Quiros,603,152-1042,PLAISTOW,NH,3865,S,N,5500,0,0,0
Pertti,Kacprzyk,808,196-1395,HONOLULU,HI,96816,M,Y,44000,8.25,0,1040
Kwang,Rehof,336,122-1149,LEXINGTON,NC,27295,M,Y,15000,6.0472026,0,3300
Chrysantos,Cichon,843,110-1250,NORTH AUGUSTA-typoMADISON LAKE,SC-typoGA,29841,M,N,60000,7,0,0
Chenxi,Gaches,660,145-1683,SAINT LOUIS,MO,63109,S,N,23500,6,2100,0
Eleanna,Tryba,701,117-1893,BERTHOLD,ND,58718,M,Y,70500,2.5729637,0,3300
Fraser,Kalamatianos,218,113-1099,TRIMONT,MN,56176,M,N,29500,5.8297224,0,0
Sanket,Bisiere,787,109-1369,BAYAMON,PR,961,S,Y,49500,0,0,0
Nava,Rivera,769,136-1682,JACKSON,MS,39207,S,Y,81500,5,6000,1500
Golgen,Daskalakis,605,129-2013,HILL CITY,SD,57745,S,Y,70500,0,0,0
Pirooz,Savaram,850,197-1339,PALM COAST,FL,32135,M,Y,27500,0,0,0
Cynthia,Klaiber,501,103-1525,WESTERN GROVE,AR,72685,M,N,67000,7,0,0
Sigurdur,Christinaz,414,117-1515,RINGLE,WI,54471,S,Y,46500,5.254348,700,400
Lezanne,Leitner,715,180-1513,WITTENBERG,WI,54499,S,N,7500,4.6,700,0
Karin,Aboutabl,775,132-2031,LAS VEGAS,NV,89116,M,Y,13000,0,0,0
Sumeet,Ekman,505,176-1922,ALBUQUERQUE,NM,87192,M,Y,74000,5.3,0,3300
Guglielmo,Heidenreich,870,181-1929,LITTLE ROCK,AR,72204,M,Y,2500,1,0,20
Georgette,Doudou,603,115-1213,CONCORD,NH,3305,M,Y,31500,0,0,0
Juei,Cosby,931,137-1144,CHAPEL HILL,TN,37034,M,Y,9500,0,0,0
Berthold,Calingaert,813,150-1773,CAPE CORAL,FL,33914,M,N,49000,0,0,0
Yves,Schmidt,601,118-1260,GRENADA,MS,38902,S,Y,34000,5,6000,1500
Eldad,Grass,434,121-1292,GRAVES MILL,VA,22721,M,N,82500,5.75,0,0
Karin,Bellmore,301,173-1624,ECKHART MINES,MD,21528,M,N,20500,4.75,0,0
Wiebke,Guski,406,173-1500,HELENA,MT,59604,M,Y,82000,6.9,0,1900
Rang,Noah,509,125-2080,GREENACRES,WA,99016,S,Y,79000,0,0,0
Chitoor,Wortmann,843,126-2089,SHARON,SC,29742,S,Y,72000,7,3300,3300
Hala,Schlimbach,308,110-1191,MARSLAND,NE,69354,M,N,48000,6.84,0,0
Giuliano,Dilger,304,192-1728,SENECA ROCKS,WV,26884,S,N,97500,6.5,2000,0
Serban,Kropp,608,107-1559,OSHKOSH,WI,54904,S,Y,89500,6.0014787,700,400
Nelson,Murtha,843,161-2058,TOWNVILLE,SC,29689,S,N,74500,7,3300,0
Nayla,Papakostas,410,173-1999,CUMBERLAND,MD,21501,S,Y,49000,4.75,2400,2400
Thai,Tausch,302,155-1187,NASSAU,DE,19969,S,Y,25500,3.5977273,110,110
Kanonluk,Moltedo,520,103-1278,TUCSON,AZ,85744,M,N,90000,4.11,0,0
Winston,Stefano,443,180-1012,GLEN BURNIE,MD,21062,S,Y,33500,4.75,2400,2400
Yunyao,Diligenti,207,139-1929,AUGUSTA,ME,4333,S,Y,42500,8.5,2850,2850
Hongyuan,Allinson,208,187-1581,HILL CITY,ID,83337,S,N,72000,7.8,3300,0
Hongjing,Handzel,940,178-1928,HARGILL,TX,78549,S,N,500,0,0,0
Liang,Urbain,334,164-1370,NORTH FORT MYERS,NV,35444,S,Y,16000,5,1500,300
Anneliese,Maclin,207,186-2033,SEARSMONT,ME,4973,S,N,97000,8.5,2850,0
Heejo,Komosinski,787,130-1007,RINCON,PR,677,M,N,7000,0,0,0
Marcela,Schomaker,717,183-1526,EAGLEVILLE,PA,19415,M,Y,65000,3.07,0,0
Amber,Peter,334,140-1315,ROGERSVILLE,AL,35652,M,N,32500,5,0,0
Emilia,Elgaard,971,136-1734,KERBY,OR,97531,S,Y,77500,9,159,159
Chandrakant,Sweldens,931,189-1376,MOORESBURG,TN,37811,M,N,85000,0,0,0
Laurette,Codenie,402,167-1101,GENEVA,NE,68361,S,Y,75000,6.84,103,103
Alon,Wick,970,153-1465,COLORADO SPRINGS,CO,80960,S,Y,80500,4.63,0,0
Liqin,Paradis,701,158-1415,LEFOR,ND,58641,M,N,73500,2.6077404,0,0
Iwao,Gumb,971,104-2055,SHADY COVE,OR,97539,S,Y,4500,6.897436,159,159
Derek,Tavares,603,100-1315,ENFIELD,NH,3748,M,N,26000,0,0,0
Annette,Ponceleon,513,131-1615,AKRON,OH,44312,S,N,75000,3.0356412,1300,0
Melville,Bredenkamp,715,150-1844,BELOIT,WI,53511,M,N,24000,4.863407,0,0
Nabil,Einwohner,208,153-1368,PECK,ID,83545,S,Y,43500,7.8,3300,3300
Fopke,Deuel,212,113-1171,ARDSLEY,NY,10502,S,N,23500,4.0897865,0,0
Aravind,D'Auria,973,175-1258,PATERSON,NJ,7503,S,Y,28000,1.5261667,1000,1500
Vojtech,Noack,631,188-2077,HOLLAND,NY,14080,S,Y,10500,4.0144815,0,1000
Anneliese,Merseguer,502,146-1227,LA VETA,KY-typoCT,40358,S,Y,42000,4.166667,20,20
Zevi,Scherberger,206,137-1706,KENT,WA,98042,M,N,84500,0,0,0
Ossama,Chinin,954,183-1164,GLENWOOD,FL,32722,M,N,55500,0,0,0
Ludek,Stauner,802,121-1131,SAINT JOHNSBURY,VT,5819,S,Y,27000,3.6,3300,3300
Rei,Cronau,720,195-1584,BOONE,CO,81025,M,Y,92000,4.63,0,0
Borka,Erol,270,111-1814,MOUNT SHERMAN,KY,42764,S,N,53500,4.8055553,20,0
Irini,Siemens,985,151-1075,BATON ROUGE,LA,70803,M,Y,99000,6,0,1000
Casey,Brodnik,402,124-2052,OMAHA,NE,68157,S,Y,68500,6.84,103,103
Menkae,Jostes,202,105-1225,WASHINGTON-typoALMONT,DC-typoIA,20558,S,N,2500,4.5,1370,0
Ferran,Derthick,425,196-1008,SEATTLE,WA,98191,S,N,98000,0,0,0
Tatuo,Giroux,307,158-2077,LOST SPRINGS,WY,82224,S,N,77500,0,0,0
Hideaki,Radecka,307,155-2090,DEVILS TOWER,WY,82714,S,N,48000,0,0,0
Haesun,Okasaki,970,191-1174,DENVER,CO,80212,S,Y,35500,4.63,0,0
Thoshiro,Buttazzo,303,109-1493,HAXTUN,CO,80731,S,N,81000,4.63,0,0
Phillippe,Bate,443,158-1365,BARCLAY,MD,21607,M,N,78500,4.75,0,0
Avy,Kabalevsky,701,177-1624,FARGO,ND,58124,M,Y,76000,2.6367211,0,3300
Dominique,Dollas,513,189-1981,WARREN,OH,44482,M,N,85000,3.36759,0,0
Mikhail,Dalton,229,100-1689,ATLANTA,GA,30319,S,N,94500,6,2700,0
Damodar,Knapik,724,115-2068,JOHNSTOWN,PA,15905,M,Y,22000,3.07,0,0
Fortney,Suhnel,862,170-1643,VIENNA,NJ,7880,M,Y,57000,1.9835207,0,1500
Ware,Schober,515,120-1800,MADISON LAKE,NV,50038,S,N,32500,5.181377,40,0
Franca,Budinsky,352,139-1705,FORT MYERS,FL,33902,M,Y,45500,0,0,0
Prabandham,Arabi,503,182-1995,FRENCHGLEN-typoALMONT,NV,97736,S,Y,36000,9,159,159
Brandon,Leeuwen,505,150-1838,MESQUITE,NM,88048,M,N,38500,5.3,0,0
Amy,Kurematsu,947,109-1239,WALLED LAKE,MI,48391,M,Y,87000,3.9,0,3100
Hidetsugu,Galyean,319,181-1333,LOWDEN,IA,52255,M,Y,17000,2.788519,0,40
Kishan,Cooperband,574,186-1556,DEEDSVILLE,IN,46921,S,Y,2500,3.4,1000,1000
Rakesh,Pletch,620,132-1352,DANVILLE,KS,67036,S,N,63500,6.45,2250,0
Fedor,Spelke,479,172-1070,HOT SPRINGS NATIONAL PARK,AR,71901,M,Y,6500,1.7412454,0,20
Giovanna,Purao,864,114-2040,NORTH AUGUSTA-typoALMONT,IA,29860,S,N,26000,7,3300,0
Ousmane,Dinstein,918,167-1010,KETCHUM,OK,74349,M,N,5500,3.375,0,0
Dara,Gram,207,113-1407,BRYANT POND,ME,4219,S,N,5500,2.4507298,2850,0
Guangshun,Jeffrey,907,177-1196,AKUTAN,AK,99553,S,N,47500,0,0,0
Yanqing,Polk,947,147-1318,SAGINAW,MI,48608,S,N,38000,3.9,3100,0
Mirit,Huuskonen,505,186-1238,ANIMAS,NM,88020,S,Y,28500,5.3,3300,3300
Sunondo,Couchot,808,142-1123,J B P H H,HI,96853,S,N,20000,4.644737,1040,0
Babu,Mouaddib,404,188-1066,AUBURN,GA,30011,M,N,29000,6,0,0
Eenjan,Aberer,703,115-1442,SPRINGFIELD,VA,22158,S,N,83000,5.75,900,0
Weihai,Herberle,435,123-1664,ALTONAH,UT,84002,M,Y,17500,7,0,2475
DeLiang,Cannard,234,197-1057,KITTS HILL,OH,45645,S,N,12500,0.9609616,1300,0
Naotake,Guerrieri,970,181-1104,DENVER,CO,80203,M,N,37500,4.63,0,0
Woo,Slutz,518,175-1933,REMSENBURG,NY,11960,M,Y,48500,4.234604,0,1000
Noha,Ciolek,432,108-1311,JUDSON,TX,75660,S,Y,17500,0,0,0
Sergei,Hjalmtysson,910,181-1149,SKYLAND,NC,28776,S,N,46500,6.708042,3300,0
Joris,Blustein,971,170-1920,HEPPNER,OR,97836,M,N,26500,9,0,0
Shibin,Luef,515,193-1665,BATAVIA,IA,52533,S,N,67000,8.98,40,0
Akinari,Ro;dl,971,133-1906,STAYTON,OR,97383,S,N,29500,9,159,0
Fumiyo,Jossman,208,114-2092,BOISE,ID,83728,S,N,19500,6.806456,3300,0
Jerold,Karr,202,174-1094,WASHINGTON,DC,20470,M,N,29000,8.775,0,0
Zhimming,Stroup,704,137-1728,PINNACLE,NC,27043,M,N,18000,6.11014,0,0
Rajesh,Swartout,864,107-2076,MOORE,SC,29369,S,N,41000,7,3300,0
Liu,Debuse,701,104-1498,GLENFIELD,ND,58443,S,N,39000,2.2078078,3300,0
Nevenka,Biolsi,757,153-1629,HOT SPRINGS,VA,24445,M,Y,18500,5.75,0,900
Zygmunt,Gierl,708,166-1446,SPRINGFIELD,IL,62712,M,Y,30500,3,0,2000
Sadun,Touretzky,606,151-1058,MOOREFIELD,KY,40350,S,Y,83500,6,20,20
Jignesh,Kaminka,256,183-1957,SHEFFIELD,AL,35660,M,N,33500,5,0,0
Atte,Kaib,479,160-1097,OMAHA,AR,72662,S,N,85500,7,20,0
Martyn,Il'in,603,116-1661,WEST OSSIPEE,NH,3890,M,Y,19500,0,0,0
Toshimasa,Oizhong,605,199-1631,BUFFALO,SD,57720,S,Y,25000,0,0,0
Quinlong,Nova,207,155-2008,PERU,ME,4290,S,Y,7000,3.1624088,2850,2850
Yalu,Mersereau,503,169-1695,LOGSDEN,OR,97357,S,Y,80500,9,159,159
Junji,Boissier,769,107-1797,LAUREL,MS,39440,M,Y,20000,5,0,1500
Jakov,Rande,603,104-1205,DREWSVILLE,NH,3604,S,Y,89000,0,0,0
Chunhong,Poltrock,307,134-1667,WILSON,WY,83014,M,N,91000,0,0,0
Guang,Altepeter,719,190-1184,THORNTON,CO,80241,M,N,55500,4.63,0,0
Juregn,Kneisl,901,191-1388,OAKFIELD,TN,38362,M,N,7000,0,0,0
Weiwu,Rela,701,145-1296,JUD,ND,58454,S,N,16000,2.1,3300,0
Hanho,Hammerle,812,152-1134,FORT WAYNE,IN,46801,M,Y,19500,3.4,0,1000
Terilyn,Antonellis,712,119-1311,KESWICK,IA,50136,M,N,22000,3.5604086,0,0
Sungchae,Hirschler,860,195-1148,WINDSOR LOCKS,CT,6096,S,N,52500,5,12750,0
Katsuhiro,Koiso,787,120-1890,SAN JUAN,PR,935,M,N,52500,0,0,0
Niklaus,Nojima,803,137-1087,CADES,SC,29518,M,Y,56500,7,0,3300
Edda,Decugis,620,157-1223,ENSIGN,KS,67841,M,Y,47000,6.45,0,2250
Gino,Kemp,765,134-2062,INDIANAPOLIS,IN,46291,S,N,33500,3.4,1000,0
Zhe,Merel,315,163-1736,VERBANK,NY,12585,M,Y,52000,4.254878,0,1000
Supot,Kocur,207,175-1874,NORTH TURNER,ME,4266,M,N,13000,6.0091243,0,0
Shiyi,Reggia,980,124-1449,TAYLORSVILLE,NC,28681,M,Y,30000,6.361888,0,3300
Nicolau,Schach,914,126-2060,CARMEL,NY,10512,M,Y,9500,4.008689,0,1000
Raghubir,Edmark,248,199-1303,COPPER HARBOR-typoLA VETA,WV,49918,S,Y,76000,3.9,3100,3100
Venkatachary,Farines,225,104-1211,TIOGA,LA,71477,S,N,24000,5.6800003,4500,0
Karan,Reznick,253,174-2069,TOKELAND,WA,98590,M,N,62500,0,0,0
Kai,Pfefferle,423,167-2020,SPRING CITY,TN,37381,S,N,59500,0,0,0
Duro,McAllester,202,100-1689,WASHINGTON,DC,20062,S,N,52000,9,1370,0
Jianli,Heystek,607,122-1453,ROCHESTER,NY,14683,S,Y,52000,4.254878,0,1000
Maia,Powley,212,112-1244,CENTERVILLE,NY,14029,S,N,43000,4.202744,0,0
Anisoara,McAlpine,207,192-1077,LINCOLNVILLE,ME,4849,M,Y,30000,8.5,0,2850
Amani,Hadfield,908,183-1273,CLARKSBORO,NJ,8020,M,Y,5500,1.4,0,1500
Mien,Orwant,479,151-1297,PALESTINE-typoALMONT,GA,72372,M,Y,59500,7,0,20
Kaila,Gove,435,110-1413,CLAWSON,UT,84516,S,Y,72500,7,2475,2475
Kyo,Nisiyama,603,117-1186,NEW LONDON,NH,3257,S,N,72000,0,0,0
Ozalp,Marinissen,414,151-1752,LA VETA,NV,53052,S,N,72000,5.697414,700,0
Gianpaolo,Cosar,719,134-1389,GUNNISON,CO,81230,M,N,86000,4.63,0,0
Heiko,Nedela,314,143-2099,WESTPHALIA,MO,65085,M,N,36500,6,0,0
